"species","method","accuracy","pa","pool"
"Pyrrhula_pyrrhula","D",-0.0209661021523895,"abu","NPo"
"Regulus_regulus","D",0.164272818478816,"abu","NPo"
"Saxicola_rubetra","D",0.186707688137786,"abu","NPo"
"Scolopax_rusticola","D",0.479926762231676,"abu","NPo"
"Sitta_europaea","D",0.128949265394437,"abu","NPo"
"Sterna_hirundo","D",0.140579958293745,"abu","NPo"
"Sturnus_vulgaris","D",-0.14084699419255,"abu","NPo"
"Sylvia_atricapilla","D",-0.0719211185521321,"abu","NPo"
"Sylvia_borin","D",0.0174653467750922,"abu","NPo"
"Sylvia_communis","D",-0.16523002274738,"abu","NPo"
"Sylvia_curruca","D",0.127701448776893,"abu","NPo"
"Tetrao_tetrix","D",-0.0236278380426957,"abu","NPo"
"Tetrao_urogallus","D",0.277734191220353,"abu","NPo"
"Tringa_glareola","D",0.219485336483279,"abu","NPo"
"Tringa_nebularia","D",-0.298521294443788,"abu","NPo"
"Tringa_ochropus","D",0.127599086703649,"abu","NPo"
"Tringa_totanus","D",-0.269497996819226,"abu","NPo"
"Troglodytes_troglodytes","D",0.0967402900441379,"abu","NPo"
"Turdus_iliacus","D",0.013082445904654,"abu","NPo"
"Turdus_merula","D",0.00113126065332465,"abu","NPo"
"Turdus_philomelos","D",-0.023669728787174,"abu","NPo"
"Turdus_pilaris","D",0.0515114507802573,"abu","NPo"
"Turdus_torquatus","D",0.162342153426188,"abu","NPo"
"Turdus_viscivorus","D",0.0836657622051993,"abu","NPo"
"Vanellus_vanellus","D",-0.239425440018951,"abu","NPo"
"Acrocephalus_palustris","A",0.620459401515052,"pa","NPo"
"Acrocephalus_schoenobaenus","A",0.37736003038147,"pa","NPo"
"Acrocephalus_scirpaceus","A",0.51412548065146,"pa","NPo"
"Actitis_hypoleucos","A",0.167240480251189,"pa","NPo"
"Aegithalos_caudatus","A",0.36369967946654,"pa","NPo"
"Alauda_arvensis","A",0.799470132164645,"pa","NPo"
"Anas_crecca","A",0.20158627498403,"pa","NPo"
"Anas_platyrhynchos","A",0.613888289612464,"pa","NPo"
"Anser_anser","A",0.555685279965883,"pa","NPo"
"Anthus_pratensis","A",0.733822710449765,"pa","NPo"
"Anthus_trivialis","A",0.699638353613341,"pa","NPo"
"Apus_apus","A",0.666889005582651,"pa","NPo"
"Ardea_cinerea","A",0.50460913564835,"pa","NPo"
"Aythya_fuligula","A",0.284722349235742,"pa","NPo"
"Bonasa_bonasia","A",0.490127211039132,"pa","NPo"
"Branta_canadensis","A",0.468795741445561,"pa","NPo"
"Bucephala_clangula","A",0.375371754160949,"pa","NPo"
"Buteo_buteo","A",0.663991159708378,"pa","NPo"
"Carduelis_cannabina","A",0.688945146694404,"pa","NPo"
"Carduelis_carduelis","A",0.646645612788975,"pa","NPo"
"Carduelis_chloris","A",0.745168885421099,"pa","NPo"
"Carduelis_flammea","A",0.616004263064978,"pa","NPo"
"Carduelis_spinus","A",0.580708539764347,"pa","NPo"
"Carpodacus_erythrinus","A",0.43456043799009,"pa","NPo"
"Certhia_familiaris","A",0.62995543140802,"pa","NPo"
"Coccothraustes_coccothraustes","A",0.4911926223294,"pa","NPo"
"Columba_livia","A",0.570959585403961,"pa","NPo"
"Columba_oenas","A",0.527330806089991,"pa","NPo"
"Columba_palumbus","A",0.852442628707617,"pa","NPo"
"Corvus_corax","A",0.276118270578469,"pa","NPo"
"Corvus_corone","A",0.659866035922212,"pa","NPo"
"Corvus_monedula","A",0.803075270794269,"pa","NPo"
"Cuculus_canorus","A",0.272666622528764,"pa","NPo"
"Cygnus_cygnus","A",0.453214233345097,"pa","NPo"
"Cygnus_olor","A",0.666490113828733,"pa","NPo"
"Delichon_urbicum","A",0.532456558062294,"pa","NPo"
"Dendrocopos_major","A",0.755739489637731,"pa","NPo"
"Dryocopus_martius","A",0.6323483676659,"pa","NPo"
"Emberiza_citrinella","A",0.788065083863723,"pa","NPo"
"Emberiza_rustica","A",0.475560159289797,"pa","NPo"
"Emberiza_schoeniclus","A",0.340250429242174,"pa","NPo"
"Erithacus_rubecula","A",0.779124333355505,"pa","NPo"
"Falco_tinnunculus","A",0.238540786766722,"pa","NPo"
"Ficedula_hypoleuca","A",0.628478632174377,"pa","NPo"
"Fringilla_coelebs","A",0.834088342471138,"pa","NPo"
"Fringilla_montifringilla","A",0.774207565547732,"pa","NPo"
"Fulica_atra","A",0.470888752105658,"pa","NPo"
"Gallinago_gallinago","A",0.321928836145426,"pa","NPo"
"Garrulus_glandarius","A",0.719559066125254,"pa","NPo"
"Gavia_arctica","A",0.299328442926484,"pa","NPo"
"Gavia_stellata","A",0.215979994794931,"pa","NPo"
"Grus_grus","A",0.549341613886243,"pa","NPo"
"Haematopus_ostralegus","A",0.644792666183851,"pa","NPo"
"Hippolais_icterina","A",0.567624271355702,"pa","NPo"
"Hirundo_rustica","A",0.746924595388734,"pa","NPo"
"Jynx_torquilla","A",0.321931208445386,"pa","NPo"
"Lagopus_lagopus","A",0.530673619962812,"pa","NPo"
"Lanius_collurio","A",0.519603993305469,"pa","NPo"
"Larus_argentatus","A",0.611403593500799,"pa","NPo"
"Larus_canus","A",0.473541324769048,"pa","NPo"
"Larus_marinus","A",0.681704024855745,"pa","NPo"
"Larus_ridibundus","A",0.627942842630913,"pa","NPo"
"Loxia_curvirostra","A",0.642446967780811,"pa","NPo"
"Loxia_pytyopsittacus","A",0.34395426409134,"pa","NPo"
"Lullula_arborea","A",0.342778691192089,"pa","NPo"
"Luscinia_luscinia","A",0.682038766323843,"pa","NPo"
"Luscinia_svecica","A",0.719676793413669,"pa","NPo"
"Mergus_merganser","A",0.355823490400544,"pa","NPo"
"Motacilla_alba","A",0.760611004647182,"pa","NPo"
"Motacilla_flava","A",0.608376859136029,"pa","NPo"
"Muscicapa_striata","A",0.538373999128279,"pa","NPo"
"Numenius_arquata","A",0.383439974354385,"pa","NPo"
"Numenius_phaeopus","A",0.478231183834635,"pa","NPo"
"Oenanthe_oenanthe","A",0.682401335477129,"pa","NPo"
"Pandion_haliaetus","A",0.232864406963307,"pa","NPo"
"Parus_ater","A",0.62819146827811,"pa","NPo"
"Parus_caeruleus","A",0.819678156965816,"pa","NPo"
"Parus_cristatus","A",0.652059018313997,"pa","NPo"
"Parus_major","A",0.85149813759304,"pa","NPo"
"Parus_montanus","A",0.510841329979231,"pa","NPo"
"Parus_palustris","A",0.478075097553792,"pa","NPo"
"Passer_domesticus","A",0.679575483673469,"pa","NPo"
"Passer_montanus","A",0.774784628601416,"pa","NPo"
"Perisoreus_infaustus","A",0.630999023082673,"pa","NPo"
"Phalacrocorax_carbo","A",0.677142788086482,"pa","NPo"
"Phasianus_colchicus","A",0.641396181941326,"pa","NPo"
"Phoenicurus_phoenicurus","A",0.421270444105517,"pa","NPo"
"Phylloscopus_collybita","A",0.34268563031175,"pa","NPo"
"Phylloscopus_sibilatrix","A",0.656244850035484,"pa","NPo"
"Phylloscopus_trochilus","A",0.517122722755877,"pa","NPo"
"Pica_pica","A",0.768654062116712,"pa","NPo"
"Picus_viridis","A",0.54930141493715,"pa","NPo"
"Pluvialis_apricaria","A",0.736447319711999,"pa","NPo"
"Podiceps_cristatus","A",0.403935959450565,"pa","NPo"
"Prunella_modularis","A",0.477893329033874,"pa","NPo"
"Pyrrhula_pyrrhula","A",0.419287505304512,"pa","NPo"
"Regulus_regulus","A",0.707620191899174,"pa","NPo"
"Saxicola_rubetra","A",0.525124842564266,"pa","NPo"
"Scolopax_rusticola","A",0.35976465786174,"pa","NPo"
"Sitta_europaea","A",0.690519147721061,"pa","NPo"
"Sterna_hirundo","A",0.443713524216182,"pa","NPo"
"Sturnus_vulgaris","A",0.83938189183345,"pa","NPo"
"Sylvia_atricapilla","A",0.849042283607385,"pa","NPo"
"Sylvia_borin","A",0.790994549483361,"pa","NPo"
"Sylvia_communis","A",0.775793205804887,"pa","NPo"
"Sylvia_curruca","A",0.687818935162373,"pa","NPo"
"Tetrao_tetrix","A",0.47140219271004,"pa","NPo"
"Tetrao_urogallus","A",0.614267420047838,"pa","NPo"
"Tringa_glareola","A",0.694049912528171,"pa","NPo"
"Tringa_nebularia","A",0.564811148569818,"pa","NPo"
"Tringa_ochropus","A",0.67529019538762,"pa","NPo"
"Tringa_totanus","A",0.545123780182331,"pa","NPo"
"Troglodytes_troglodytes","A",0.774614261340256,"pa","NPo"
"Turdus_iliacus","A",0.510148581158808,"pa","NPo"
"Turdus_merula","A",0.86391129304859,"pa","NPo"
"Turdus_philomelos","A",0.710712322371984,"pa","NPo"
"Turdus_pilaris","A",0.398041460181228,"pa","NPo"
"Turdus_torquatus","A",0.697235519899764,"pa","NPo"
"Turdus_viscivorus","A",0.648641144846882,"pa","NPo"
"Vanellus_vanellus","A",0.643589898401062,"pa","NPo"
"Acrocephalus_palustris","B",0.608548162430735,"pa","NPo"
"Acrocephalus_schoenobaenus","B",0.361627351240674,"pa","NPo"
"Acrocephalus_scirpaceus","B",0.464917722604492,"pa","NPo"
"Actitis_hypoleucos","B",0.109575714456594,"pa","NPo"
"Aegithalos_caudatus","B",0.350400145576474,"pa","NPo"
"Alauda_arvensis","B",0.791738076244431,"pa","NPo"
"Anas_crecca","B",0.158589234349014,"pa","NPo"
"Anas_platyrhynchos","B",0.579147032320997,"pa","NPo"
"Anser_anser","B",0.503224084261502,"pa","NPo"
"Anthus_pratensis","B",0.682232817882623,"pa","NPo"
"Anthus_trivialis","B",0.647501570692705,"pa","NPo"
"Apus_apus","B",0.640220091672632,"pa","NPo"
"Ardea_cinerea","B",0.484225175949316,"pa","NPo"
"Aythya_fuligula","B",0.24973327751626,"pa","NPo"
"Bonasa_bonasia","B",0.455987774086528,"pa","NPo"
"Branta_canadensis","B",0.418720624941245,"pa","NPo"
"Bucephala_clangula","B",0.302986874251992,"pa","NPo"
"Buteo_buteo","B",0.633089885430204,"pa","NPo"
"Carduelis_cannabina","B",0.671754983624536,"pa","NPo"
"Carduelis_carduelis","B",0.61255427693807,"pa","NPo"
"Carduelis_chloris","B",0.718505950554383,"pa","NPo"
"Carduelis_flammea","B",0.606958103414982,"pa","NPo"
"Carduelis_spinus","B",0.548035916205688,"pa","NPo"
"Carpodacus_erythrinus","B",0.394361403871748,"pa","NPo"
"Certhia_familiaris","B",0.603829228076437,"pa","NPo"
"Coccothraustes_coccothraustes","B",0.464756676294168,"pa","NPo"
"Columba_livia","B",0.542976857924259,"pa","NPo"
"Columba_oenas","B",0.459362271443557,"pa","NPo"
"Columba_palumbus","B",0.838481572255964,"pa","NPo"
"Corvus_corax","B",0.18638028857193,"pa","NPo"
"Corvus_corone","B",0.636187026787541,"pa","NPo"
"Corvus_monedula","B",0.774722031455734,"pa","NPo"
"Cuculus_canorus","B",0.15307779900031,"pa","NPo"
"Cygnus_cygnus","B",0.386557481486268,"pa","NPo"
"Cygnus_olor","B",0.633382713641449,"pa","NPo"
"Delichon_urbicum","B",0.517419491843844,"pa","NPo"
"Dendrocopos_major","B",0.750146670158254,"pa","NPo"
"Dryocopus_martius","B",0.577669577955695,"pa","NPo"
"Emberiza_citrinella","B",0.766290247139262,"pa","NPo"
"Emberiza_rustica","B",0.439572629368267,"pa","NPo"
"Emberiza_schoeniclus","B",0.278902860271636,"pa","NPo"
"Erithacus_rubecula","B",0.754977148951688,"pa","NPo"
"Falco_tinnunculus","B",0.208100583689247,"pa","NPo"
"Ficedula_hypoleuca","B",0.582483410434055,"pa","NPo"
"Fringilla_coelebs","B",0.812993470771952,"pa","NPo"
"Fringilla_montifringilla","B",0.739900282021525,"pa","NPo"
"Fulica_atra","B",0.427279724892626,"pa","NPo"
"Gallinago_gallinago","B",0.261580815838481,"pa","NPo"
"Garrulus_glandarius","B",0.660289967799308,"pa","NPo"
"Gavia_arctica","B",0.264234784381087,"pa","NPo"
"Gavia_stellata","B",0.196969083436389,"pa","NPo"
"Grus_grus","B",0.448443899877182,"pa","NPo"
"Haematopus_ostralegus","B",0.613021593264088,"pa","NPo"
"Hippolais_icterina","B",0.553638338611218,"pa","NPo"
"Hirundo_rustica","B",0.730029922914221,"pa","NPo"
"Jynx_torquilla","B",0.212005577622599,"pa","NPo"
"Lagopus_lagopus","B",0.493136075584163,"pa","NPo"
"Lanius_collurio","B",0.481288442289592,"pa","NPo"
"Larus_argentatus","B",0.596717030922005,"pa","NPo"
"Larus_canus","B",0.365246014260959,"pa","NPo"
"Larus_marinus","B",0.657739524390153,"pa","NPo"
"Larus_ridibundus","B",0.599275242508834,"pa","NPo"
"Loxia_curvirostra","B",0.599980073199173,"pa","NPo"
"Loxia_pytyopsittacus","B",0.309283775482424,"pa","NPo"
"Lullula_arborea","B",0.309136684839119,"pa","NPo"
"Luscinia_luscinia","B",0.642900975630213,"pa","NPo"
"Luscinia_svecica","B",0.677693902921601,"pa","NPo"
"Mergus_merganser","B",0.314234396339262,"pa","NPo"
"Motacilla_alba","B",0.751541128510373,"pa","NPo"
"Motacilla_flava","B",0.557812832907882,"pa","NPo"
"Muscicapa_striata","B",0.51036412571749,"pa","NPo"
"Numenius_arquata","B",0.372322534015941,"pa","NPo"
"Numenius_phaeopus","B",0.437260725240583,"pa","NPo"
"Oenanthe_oenanthe","B",0.667581060350254,"pa","NPo"
"Pandion_haliaetus","B",0.217239350886548,"pa","NPo"
"Parus_ater","B",0.567158589177727,"pa","NPo"
"Parus_caeruleus","B",0.773344994052705,"pa","NPo"
"Parus_cristatus","B",0.632635243169766,"pa","NPo"
"Parus_major","B",0.828266234298063,"pa","NPo"
"Parus_montanus","B",0.489733088599806,"pa","NPo"
"Parus_palustris","B",0.415997662258996,"pa","NPo"
"Passer_domesticus","B",0.667923370251572,"pa","NPo"
"Passer_montanus","B",0.755548919282642,"pa","NPo"
"Perisoreus_infaustus","B",0.603613171588429,"pa","NPo"
"Phalacrocorax_carbo","B",0.649957073692605,"pa","NPo"
"Phasianus_colchicus","B",0.605436625816267,"pa","NPo"
"Phoenicurus_phoenicurus","B",0.362267040769704,"pa","NPo"
"Phylloscopus_collybita","B",0.170350912304469,"pa","NPo"
"Phylloscopus_sibilatrix","B",0.616425926820508,"pa","NPo"
"Phylloscopus_trochilus","B",0.347929970263472,"pa","NPo"
"Pica_pica","B",0.759686419304742,"pa","NPo"
"Picus_viridis","B",0.510553521744813,"pa","NPo"
"Pluvialis_apricaria","B",0.706943785101942,"pa","NPo"
"Podiceps_cristatus","B",0.326312968345071,"pa","NPo"
"Prunella_modularis","B",0.423785534396048,"pa","NPo"
"Pyrrhula_pyrrhula","B",0.403254068590567,"pa","NPo"
"Regulus_regulus","B",0.675385380122316,"pa","NPo"
"Saxicola_rubetra","B",0.509888514917517,"pa","NPo"
"Scolopax_rusticola","B",0.285366102836881,"pa","NPo"
"Sitta_europaea","B",0.630403999505954,"pa","NPo"
"Sterna_hirundo","B",0.393961883338673,"pa","NPo"
"Sturnus_vulgaris","B",0.817042025230985,"pa","NPo"
"Sylvia_atricapilla","B",0.801875287680135,"pa","NPo"
"Sylvia_borin","B",0.77394833225195,"pa","NPo"
"Sylvia_communis","B",0.766162319857801,"pa","NPo"
"Sylvia_curruca","B",0.672646684031502,"pa","NPo"
"Tetrao_tetrix","B",0.456181438491694,"pa","NPo"
"Tetrao_urogallus","B",0.611534606379747,"pa","NPo"
"Tringa_glareola","B",0.64657639531608,"pa","NPo"
"Tringa_nebularia","B",0.514899188344308,"pa","NPo"
"Tringa_ochropus","B",0.654151882214674,"pa","NPo"
"Tringa_totanus","B",0.48189369464965,"pa","NPo"
"Troglodytes_troglodytes","B",0.731826880747756,"pa","NPo"
"Turdus_iliacus","B",0.461664718624357,"pa","NPo"
"Turdus_merula","B",0.847150870870404,"pa","NPo"
"Turdus_philomelos","B",0.666912078458342,"pa","NPo"
"Turdus_pilaris","B",0.360220708842398,"pa","NPo"
"Turdus_torquatus","B",0.61174812583988,"pa","NPo"
"Turdus_viscivorus","B",0.623207650518124,"pa","NPo"
"Vanellus_vanellus","B",0.622006225799658,"pa","NPo"
"Acrocephalus_palustris","C",0.277791344616382,"pa","NPo"
"Acrocephalus_schoenobaenus","C",0.05474138759448,"pa","NPo"
"Acrocephalus_scirpaceus","C",-0.176291347177537,"pa","NPo"
"Actitis_hypoleucos","C",0.0842395839704073,"pa","NPo"
"Aegithalos_caudatus","C",-0.0384437581058113,"pa","NPo"
"Alauda_arvensis","C",-0.123592266651709,"pa","NPo"
"Anas_crecca","C",-0.106959095504186,"pa","NPo"
"Anas_platyrhynchos","C",-0.0603299884307245,"pa","NPo"
"Anser_anser","C",0.348442602169939,"pa","NPo"
"Anthus_pratensis","C",0.0751438559456898,"pa","NPo"
"Anthus_trivialis","C",-0.0914388388023453,"pa","NPo"
"Apus_apus","C",0.0139844380950152,"pa","NPo"
"Ardea_cinerea","C",-0.0973993873268371,"pa","NPo"
"Aythya_fuligula","C",-0.0142420607258399,"pa","NPo"
"Bonasa_bonasia","C",-0.213650379015545,"pa","NPo"
"Branta_canadensis","C",0.049685262012982,"pa","NPo"
"Bucephala_clangula","C",0.134742991444173,"pa","NPo"
"Buteo_buteo","C",0.174492036849068,"pa","NPo"
"Carduelis_cannabina","C",-0.193981024065669,"pa","NPo"
"Carduelis_carduelis","C",0.424588610388045,"pa","NPo"
"Carduelis_chloris","C",-0.141432554554014,"pa","NPo"
"Carduelis_flammea","C",0.145956383159036,"pa","NPo"
"Carduelis_spinus","C",0.0561245355637802,"pa","NPo"
"Carpodacus_erythrinus","C",0.236561682284165,"pa","NPo"
"Certhia_familiaris","C",-0.0791728728420354,"pa","NPo"
"Coccothraustes_coccothraustes","C",0.172819717559788,"pa","NPo"
"Columba_livia","C",0.213516729668614,"pa","NPo"
"Columba_oenas","C",-0.0301774674920333,"pa","NPo"
"Columba_palumbus","C",-0.0299504229216743,"pa","NPo"
"Corvus_corax","C",-0.0301434138325351,"pa","NPo"
"Corvus_corone","C",0.0854517991412058,"pa","NPo"
"Corvus_monedula","C",0.213047667691817,"pa","NPo"
"Cuculus_canorus","C",0.0971324931933576,"pa","NPo"
"Cygnus_cygnus","C",0.0356453979591029,"pa","NPo"
"Cygnus_olor","C",-0.0822374922970663,"pa","NPo"
"Delichon_urbicum","C",0.0302347314405644,"pa","NPo"
"Dendrocopos_major","C",0.0326279812940843,"pa","NPo"
"Dryocopus_martius","C",-0.0548467519239232,"pa","NPo"
"Emberiza_citrinella","C",-0.244666988097207,"pa","NPo"
"Emberiza_rustica","C",0.105043273803085,"pa","NPo"
"Emberiza_schoeniclus","C",0.0240452570326901,"pa","NPo"
"Erithacus_rubecula","C",0.170111012018351,"pa","NPo"
"Falco_tinnunculus","C",-0.162989160161788,"pa","NPo"
"Ficedula_hypoleuca","C",0.00476251876496563,"pa","NPo"
"Fringilla_coelebs","C",0.315226363525673,"pa","NPo"
"Fringilla_montifringilla","C",0.251694060557305,"pa","NPo"
"Fulica_atra","C",-0.0745564892772543,"pa","NPo"
"Gallinago_gallinago","C",-0.145678996682695,"pa","NPo"
"Garrulus_glandarius","C",-0.0310693672262682,"pa","NPo"
"Gavia_arctica","C",-0.0823219696365201,"pa","NPo"
"Gavia_stellata","C",-0.00510598047985934,"pa","NPo"
"Grus_grus","C",0.0679958875679671,"pa","NPo"
"Haematopus_ostralegus","C",-0.203229353689794,"pa","NPo"
"Hippolais_icterina","C",-0.0613836899701206,"pa","NPo"
"Hirundo_rustica","C",0.0464981403086809,"pa","NPo"
"Jynx_torquilla","C",0.0284081618011969,"pa","NPo"
"Lagopus_lagopus","C",0.182566761190022,"pa","NPo"
"Lanius_collurio","C",0.0214424831379215,"pa","NPo"
"Larus_argentatus","C",-0.120746351454703,"pa","NPo"
"Larus_canus","C",0.0499032547682934,"pa","NPo"
"Larus_marinus","C",-0.229332946885799,"pa","NPo"
"Larus_ridibundus","C",-0.00202198955230218,"pa","NPo"
"Loxia_curvirostra","C",-0.0940982699816259,"pa","NPo"
"Loxia_pytyopsittacus","C",-0.0323310475123243,"pa","NPo"
"Lullula_arborea","C",0.0884478129932124,"pa","NPo"
"Luscinia_luscinia","C",-0.215285973432727,"pa","NPo"
"Luscinia_svecica","C",0.235738499747405,"pa","NPo"
"Mergus_merganser","C",0.200705882955181,"pa","NPo"
"Motacilla_alba","C",0.0465170952205212,"pa","NPo"
"Motacilla_flava","C",0.214831118357411,"pa","NPo"
"Muscicapa_striata","C",0.0537748970086292,"pa","NPo"
"Numenius_arquata","C",0.169318278888269,"pa","NPo"
"Numenius_phaeopus","C",-0.0249472757786597,"pa","NPo"
"Oenanthe_oenanthe","C",0.0340864294265834,"pa","NPo"
"Pandion_haliaetus","C",0.0914017429573797,"pa","NPo"
"Parus_ater","C",-0.119482002137753,"pa","NPo"
"Parus_caeruleus","C",0.0195480064406054,"pa","NPo"
"Parus_cristatus","C",0.0530647700911316,"pa","NPo"
"Parus_major","C",0.301448790584521,"pa","NPo"
"Parus_montanus","C",-0.0021708274759471,"pa","NPo"
"Parus_palustris","C",-0.0594843157764792,"pa","NPo"
"Passer_domesticus","C",0.0219535221356461,"pa","NPo"
"Passer_montanus","C",-0.113565482139755,"pa","NPo"
"Perisoreus_infaustus","C",0.0938694260244005,"pa","NPo"
"Phalacrocorax_carbo","C",0.203928043151934,"pa","NPo"
"Phasianus_colchicus","C",-0.27031597745263,"pa","NPo"
"Phoenicurus_phoenicurus","C",0.0757292927047346,"pa","NPo"
"Phylloscopus_collybita","C",0.0535615130114901,"pa","NPo"
"Phylloscopus_sibilatrix","C",-0.0305921957559322,"pa","NPo"
"Phylloscopus_trochilus","C",0.0584900380383552,"pa","NPo"
"Pica_pica","C",-0.1103086509321,"pa","NPo"
"Picus_viridis","C",-0.0434624622087394,"pa","NPo"
"Pluvialis_apricaria","C",0.105207691534918,"pa","NPo"
"Podiceps_cristatus","C",0.000850087498905118,"pa","NPo"
"Prunella_modularis","C",-0.12881534155641,"pa","NPo"
"Pyrrhula_pyrrhula","C",0.144117601691889,"pa","NPo"
"Regulus_regulus","C",-0.130723917162571,"pa","NPo"
"Saxicola_rubetra","C",-0.0665372754782655,"pa","NPo"
"Scolopax_rusticola","C",0.0174388854555446,"pa","NPo"
"Sitta_europaea","C",0.115713224926468,"pa","NPo"
"Sterna_hirundo","C",0.041862203171039,"pa","NPo"
"Sturnus_vulgaris","C",-0.098389846210349,"pa","NPo"
"Sylvia_atricapilla","C",0.210566331593696,"pa","NPo"
"Sylvia_borin","C",0.0296338286319965,"pa","NPo"
"Sylvia_communis","C",0.0255411831364342,"pa","NPo"
"Sylvia_curruca","C",0.0601389764157339,"pa","NPo"
"Tetrao_tetrix","C",-0.0244701926720209,"pa","NPo"
"Tetrao_urogallus","C",0.0668693048239171,"pa","NPo"
"Tringa_glareola","C",-0.00834703328292759,"pa","NPo"
"Tringa_nebularia","C",0.0112119155019794,"pa","NPo"
"Tringa_ochropus","C",0.0741805351499877,"pa","NPo"
"Tringa_totanus","C",-0.158840939492536,"pa","NPo"
"Troglodytes_troglodytes","C",0.10757389774661,"pa","NPo"
"Turdus_iliacus","C",0.0636745115832864,"pa","NPo"
"Turdus_merula","C",0.325943737756722,"pa","NPo"
"Turdus_philomelos","C",0.260973207605789,"pa","NPo"
"Turdus_pilaris","C",0.0288270467148938,"pa","NPo"
"Turdus_torquatus","C",-0.370663336241516,"pa","NPo"
"Turdus_viscivorus","C",-0.0626388191415856,"pa","NPo"
"Vanellus_vanellus","C",-0.0488097404344732,"pa","NPo"
"Acrocephalus_palustris","D",0.262102048173043,"pa","NPo"
"Acrocephalus_schoenobaenus","D",0.0572141353140188,"pa","NPo"
"Acrocephalus_scirpaceus","D",-0.193652825259733,"pa","NPo"
"Actitis_hypoleucos","D",-0.0759249636164498,"pa","NPo"
"Aegithalos_caudatus","D",-0.0581772222342661,"pa","NPo"
"Alauda_arvensis","D",-0.138092983882719,"pa","NPo"
"Anas_crecca","D",-0.0725115586219341,"pa","NPo"
"Anas_platyrhynchos","D",-0.0622412651235581,"pa","NPo"
"Anser_anser","D",0.325156711379408,"pa","NPo"
"Anthus_pratensis","D",0.0435191387511048,"pa","NPo"
"Anthus_trivialis","D",0.0650179192279463,"pa","NPo"
"Apus_apus","D",0.0233891444303752,"pa","NPo"
"Ardea_cinerea","D",-0.0584943374274699,"pa","NPo"
"Aythya_fuligula","D",0.0227284381964596,"pa","NPo"
"Bonasa_bonasia","D",-0.203419775089662,"pa","NPo"
"Branta_canadensis","D",0.0457319412798674,"pa","NPo"
"Bucephala_clangula","D",0.058674653888821,"pa","NPo"
"Buteo_buteo","D",0.162734923722063,"pa","NPo"
"Carduelis_cannabina","D",-0.21970780259222,"pa","NPo"
"Carduelis_carduelis","D",0.401332986348291,"pa","NPo"
"Carduelis_chloris","D",-0.121408694988925,"pa","NPo"
"Carduelis_flammea","D",0.0709159669916758,"pa","NPo"
"Carduelis_spinus","D",0.0487210246616809,"pa","NPo"
"Carpodacus_erythrinus","D",0.171167795987245,"pa","NPo"
"Certhia_familiaris","D",-0.076469602545515,"pa","NPo"
"Coccothraustes_coccothraustes","D",0.175323945793224,"pa","NPo"
"Columba_livia","D",0.282088936476221,"pa","NPo"
"Columba_oenas","D",-0.0267242930212652,"pa","NPo"
"Columba_palumbus","D",-0.0336368196583321,"pa","NPo"
"Corvus_corax","D",-0.00197676288296573,"pa","NPo"
"Corvus_corone","D",0.153514513596949,"pa","NPo"
"Corvus_monedula","D",0.192994671329581,"pa","NPo"
"Cuculus_canorus","D",-0.097020519322342,"pa","NPo"
"Cygnus_cygnus","D",0.0740751854353551,"pa","NPo"
"Cygnus_olor","D",-0.132455447966829,"pa","NPo"
"Delichon_urbicum","D",0.0759106320266445,"pa","NPo"
"Dendrocopos_major","D",0.0801248143378994,"pa","NPo"
"Dryocopus_martius","D",-0.0351994865444812,"pa","NPo"
"Emberiza_citrinella","D",-0.205077961035875,"pa","NPo"
"Emberiza_rustica","D",0.0993753067131983,"pa","NPo"
"Emberiza_schoeniclus","D",-0.00297996295788916,"pa","NPo"
"Erithacus_rubecula","D",0.18333413902566,"pa","NPo"
"Falco_tinnunculus","D",-0.0619566546931441,"pa","NPo"
"Ficedula_hypoleuca","D",-0.0281838346464395,"pa","NPo"
"Fringilla_coelebs","D",0.334835784348834,"pa","NPo"
"Fringilla_montifringilla","D",0.332786117558432,"pa","NPo"
"Fulica_atra","D",-0.0823418498933266,"pa","NPo"
"Gallinago_gallinago","D",-0.0842462258915124,"pa","NPo"
"Garrulus_glandarius","D",-0.0330858176679173,"pa","NPo"
"Gavia_arctica","D",0.0327850233869867,"pa","NPo"
"Gavia_stellata","D",0.0250843958667612,"pa","NPo"
"Grus_grus","D",-0.0453762271206272,"pa","NPo"
"Haematopus_ostralegus","D",-0.207438380407491,"pa","NPo"
"Hippolais_icterina","D",-0.0756985045007902,"pa","NPo"
"Hirundo_rustica","D",0.0576234673174594,"pa","NPo"
"Jynx_torquilla","D",-0.0592715176675191,"pa","NPo"
"Lagopus_lagopus","D",0.196121832963424,"pa","NPo"
"Lanius_collurio","D",-0.00995678570174413,"pa","NPo"
"Larus_argentatus","D",-0.120009084686663,"pa","NPo"
"Larus_canus","D",0.0307820546395333,"pa","NPo"
"Larus_marinus","D",-0.190753103050602,"pa","NPo"
"Larus_ridibundus","D",0.0430819340361071,"pa","NPo"
"Loxia_curvirostra","D",-0.0357469502137894,"pa","NPo"
"Loxia_pytyopsittacus","D",0.0947168992492059,"pa","NPo"
"Lullula_arborea","D",0.0377630331930372,"pa","NPo"
"Luscinia_luscinia","D",-0.230666334604947,"pa","NPo"
"Luscinia_svecica","D",0.224588503426314,"pa","NPo"
"Mergus_merganser","D",0.147852958772295,"pa","NPo"
"Motacilla_alba","D",0.0190474864024135,"pa","NPo"
"Motacilla_flava","D",0.227322024200498,"pa","NPo"
